chunk_id,document_id,chunk_index,relative_path,file_name,extension,area,project_name,major_folder,start_char,end_char,text_length
doc_2e32d4ca43675d3d_chunk_0002,doc_2e32d4ca43675d3d,2,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,1520,2657,1137
doc_2e32d4ca43675d3d_chunk_0003,doc_2e32d4ca43675d3d,3,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,2457,3551,1094
doc_2e32d4ca43675d3d_chunk_0004,doc_2e32d4ca43675d3d,4,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,3351,4406,1055
doc_2e32d4ca43675d3d_chunk_0005,doc_2e32d4ca43675d3d,5,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,4206,5243,1037
doc_2e32d4ca43675d3d_chunk_0006,doc_2e32d4ca43675d3d,6,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,5043,5568,524
doc_f6d86c0ce916d60f_chunk_0000,doc_f6d86c0ce916d60f,0,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,0,1166,1166
doc_f6d86c0ce916d60f_chunk_0001,doc_f6d86c0ce916d60f,1,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,966,2134,1168
doc_f6d86c0ce916d60f_chunk_0002,doc_f6d86c0ce916d60f,2,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,1934,3093,1159
doc_f6d86c0ce916d60f_chunk_0003,doc_f6d86c0ce916d60f,3,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,2893,4090,1197
doc_f6d86c0ce916d60f_chunk_0004,doc_f6d86c0ce916d60f,4,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,3890,5088,1196
doc_f6d86c0ce916d60f_chunk_0005,doc_f6d86c0ce916d60f,5,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,4888,5984,1096
doc_f6d86c0ce916d60f_chunk_0006,doc_f6d86c0ce916d60f,6,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,5784,6354,570
doc_8647781b7515011a_chunk_0000,doc_8647781b7515011a,0,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,03.データ,0,1191,1191
doc_8647781b7515011a_chunk_0001,doc_8647781b7515011a,1,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,03.データ,991,2190,1199
doc_8647781b7515011a_chunk_0002,doc_8647781b7515011a,2,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,03.データ,1990,3118,1128
doc_8647781b7515011a_chunk_0003,doc_8647781b7515011a,3,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,03.データ,2918,3586,668
doc_24502e3ef0056698_chunk_0000,doc_24502e3ef0056698,0,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,0,1032,1032
doc_24502e3ef0056698_chunk_0001,doc_24502e3ef0056698,1,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,832,1730,898
doc_24502e3ef0056698_chunk_0002,doc_24502e3ef0056698,2,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,1530,2662,1132
doc_24502e3ef0056698_chunk_0003,doc_24502e3ef0056698,3,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,2462,3556,1094
doc_24502e3ef0056698_chunk_0004,doc_24502e3ef0056698,4,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,3356,4417,1061
doc_24502e3ef0056698_chunk_0005,doc_24502e3ef0056698,5,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,4217,5254,1037
doc_24502e3ef0056698_chunk_0006,doc_24502e3ef0056698,6,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,5054,5579,524
doc_ce7688021d536580_chunk_0000,doc_ce7688021d536580,0,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,0,1158,1158
doc_ce7688021d536580_chunk_0001,doc_ce7688021d536580,1,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,958,2116,1158
doc_ce7688021d536580_chunk_0002,doc_ce7688021d536580,2,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,1916,3070,1154
doc_ce7688021d536580_chunk_0003,doc_ce7688021d536580,3,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,2870,3606,736
doc_5d5dc7e793a9dd40_chunk_0000,doc_5d5dc7e793a9dd40,0,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,03.データ,0,1176,1176
doc_5d5dc7e793a9dd40_chunk_0001,doc_5d5dc7e793a9dd40,1,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,03.データ,976,2172,1196
doc_5d5dc7e793a9dd40_chunk_0002,doc_5d5dc7e793a9dd40,2,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,03.データ,1972,2809,837
doc_e0d0e60fe1ea09c9_chunk_0000,doc_e0d0e60fe1ea09c9,0,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,0,1170,1170
doc_e0d0e60fe1ea09c9_chunk_0001,doc_e0d0e60fe1ea09c9,1,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,970,2081,1111
doc_e0d0e60fe1ea09c9_chunk_0002,doc_e0d0e60fe1ea09c9,2,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,1881,2862,981
doc_714025bfcd086b23_chunk_0000,doc_714025bfcd086b23,0,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,0,1196,1196
doc_714025bfcd086b23_chunk_0001,doc_714025bfcd086b23,1,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,996,2192,1196
doc_714025bfcd086b23_chunk_0002,doc_714025bfcd086b23,2,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,1992,2829,837
doc_68708c847d336a37_chunk_0000,doc_68708c847d336a37,0,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,0,1176,1176
doc_68708c847d336a37_chunk_0001,doc_68708c847d336a37,1,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,976,2092,1116
doc_68708c847d336a37_chunk_0002,doc_68708c847d336a37,2,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,1892,2990,1098
doc_68708c847d336a37_chunk_0003,doc_68708c847d336a37,3,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,2790,3955,1165
doc_68708c847d336a37_chunk_0004,doc_68708c847d336a37,4,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,3755,4843,1088
doc_68708c847d336a37_chunk_0005,doc_68708c847d336a37,5,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,4643,5794,1151
doc_68708c847d336a37_chunk_0006,doc_68708c847d336a37,6,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,5594,6785,1191
doc_68708c847d336a37_chunk_0007,doc_68708c847d336a37,7,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,6585,7776,1191
doc_68708c847d336a37_chunk_0008,doc_68708c847d336a37,8,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,03.データ,7576,8395,818
doc_0e1137ba748ece0a_chunk_0000,doc_0e1137ba748ece0a,0,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,0,1018,1018
doc_0e1137ba748ece0a_chunk_0001,doc_0e1137ba748ece0a,1,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,818,1768,950
doc_0e1137ba748ece0a_chunk_0002,doc_0e1137ba748ece0a,2,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,1568,2694,1126
doc_0e1137ba748ece0a_chunk_0003,doc_0e1137ba748ece0a,3,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,2494,3540,1046
doc_0e1137ba748ece0a_chunk_0004,doc_0e1137ba748ece0a,4,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,3340,4401,1061
doc_0e1137ba748ece0a_chunk_0005,doc_0e1137ba748ece0a,5,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,4201,5244,1043
doc_0e1137ba748ece0a_chunk_0006,doc_0e1137ba748ece0a,6,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,5044,5569,524
doc_7902420a604106c8_chunk_0000,doc_7902420a604106c8,0,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,0,1196,1196
doc_7902420a604106c8_chunk_0001,doc_7902420a604106c8,1,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,996,2112,1116
doc_7902420a604106c8_chunk_0002,doc_7902420a604106c8,2,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,1912,3010,1098
doc_7902420a604106c8_chunk_0003,doc_7902420a604106c8,3,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,2810,3975,1165
doc_7902420a604106c8_chunk_0004,doc_7902420a604106c8,4,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,3775,4863,1088
doc_7902420a604106c8_chunk_0005,doc_7902420a604106c8,5,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,4663,5814,1151
doc_7902420a604106c8_chunk_0006,doc_7902420a604106c8,6,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,5614,6805,1191
doc_7902420a604106c8_chunk_0007,doc_7902420a604106c8,7,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,6605,7796,1191
doc_7902420a604106c8_chunk_0008,doc_7902420a604106c8,8,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社東都人材プラットフォーム,04.分析,7596,8415,818
doc_5552792aa0ca3de3_chunk_0000,doc_5552792aa0ca3de3,0,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,0,1003,1003
doc_5552792aa0ca3de3_chunk_0001,doc_5552792aa0ca3de3,1,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,803,1920,1117
doc_5552792aa0ca3de3_chunk_0002,doc_5552792aa0ca3de3,2,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,1720,2855,1135
doc_5552792aa0ca3de3_chunk_0003,doc_5552792aa0ca3de3,3,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,2655,3772,1117
doc_5552792aa0ca3de3_chunk_0004,doc_5552792aa0ca3de3,4,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,3572,4723,1151
doc_5552792aa0ca3de3_chunk_0005,doc_5552792aa0ca3de3,5,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,4523,5676,1153
doc_5552792aa0ca3de3_chunk_0006,doc_5552792aa0ca3de3,6,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,5476,6596,1120
doc_5552792aa0ca3de3_chunk_0007,doc_5552792aa0ca3de3,7,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,6396,7583,1187
doc_5552792aa0ca3de3_chunk_0008,doc_5552792aa0ca3de3,8,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,7383,8086,703
doc_2bb16ab61c92646e_chunk_0000,doc_2bb16ab61c92646e,0,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,0,1024,1024
doc_2bb16ab61c92646e_chunk_0001,doc_2bb16ab61c92646e,1,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,824,1909,1085
doc_2bb16ab61c92646e_chunk_0002,doc_2bb16ab61c92646e,2,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,1709,2884,1175
doc_2bb16ab61c92646e_chunk_0003,doc_2bb16ab61c92646e,3,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,2684,3883,1199
doc_2bb16ab61c92646e_chunk_0004,doc_2bb16ab61c92646e,4,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,3683,4566,883
doc_82125ed4d019a613_chunk_0000,doc_82125ed4d019a613,0,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,0,1023,1023
doc_82125ed4d019a613_chunk_0001,doc_82125ed4d019a613,1,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,823,1940,1117
doc_82125ed4d019a613_chunk_0002,doc_82125ed4d019a613,2,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,1740,2875,1135
doc_82125ed4d019a613_chunk_0003,doc_82125ed4d019a613,3,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,2675,3792,1117
doc_82125ed4d019a613_chunk_0004,doc_82125ed4d019a613,4,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,3592,4743,1151
doc_82125ed4d019a613_chunk_0005,doc_82125ed4d019a613,5,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv,train.csv,.csv,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,4543,5696,1153
