document_id,relative_path,actual_relative_path,file_name,extension,size_bytes,size_kb,area,project_name,major_folder,source_path
doc_b126b2974232ad86,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json,metrics.json,.json,3465,3.38,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json
doc_a9891ed1fe0130f9,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,1654,1.62,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json
doc_3c93093dd88ecbe2,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,2212,2.16,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json
doc_fad68ef3678d5e6e,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/metrics.json,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/metrics.json,metrics.json,.json,3194,3.12,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/metrics.json
doc_3b0fe3778942a535,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/run_summary.json,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,1365,1.33,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/run_summary.json
doc_f14b6058ffa5eba6,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/configs/project_config.json,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,2212,2.16,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/configs/project_config.json
doc_53b96cf705e65f98,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/metrics.json,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/metrics.json,metrics.json,.json,1642,1.6,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/metrics.json
doc_7197c125e4c9e62e,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/configs/project_config.json,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,1204,1.18,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/configs/project_config.json
doc_36f301e2b52f8a47,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/metrics.json,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/metrics.json,metrics.json,.json,6232,6.09,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/metrics.json
doc_737214815983ed61,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/run_summary.json,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,4042,3.95,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/run_summary.json
doc_a5cf54d54f8294b6,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/configs/project_config.json,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,2211,2.16,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/configs/project_config.json
doc_3a3798293b040d44,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/metrics.json,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/metrics.json,metrics.json,.json,3614,3.53,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/metrics.json
doc_ec44683818771397,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/run_summary.json,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,1827,1.78,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/run_summary.json
doc_809f5e5fa5c83651,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/configs/project_config.json,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,2116,2.07,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/configs/project_config.json
doc_5a7ff113706b34f9,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/metrics.json,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/metrics.json,metrics.json,.json,2886,2.82,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/metrics.json
doc_171086411ab55f39,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/run_summary.json,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,773,0.75,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/run_summary.json
doc_d67cc7860e476a20,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/configs/project_config.json,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,1379,1.35,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/configs/project_config.json
doc_aacf7f80580f34e1,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/metrics.json,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/metrics.json,metrics.json,.json,4385,4.28,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/metrics.json
doc_7faf1ac5a7148aa4,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/run_summary.json,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/run_summary.json,run_summary.json,.json,1484,1.45,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/run_summary.json
doc_9f239bc617336451,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/configs/project_config.json,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/configs/project_config.json,project_config.json,.json,2247,2.19,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/configs/project_config.json
doc_523e64695b396f4c,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_outputs/metrics.json,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_outputs/metrics.json,metrics.json,.json,1071,1.05,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_outputs/metrics.json
