document_id,extension,relative_path,chunk_count,mean_chunk_length,max_chunk_length,chunk_share
doc_5a7ff113706b34f9,.json,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/metrics.json,4,1026.0,1185,0.0033
doc_3c93093dd88ecbe2,.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json,4,956.2,1199,0.0033
doc_f062d221f6ec0542,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/src/preprocess.py,4,1171.5,1197,0.0033
doc_f14b6058ffa5eba6,.json,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/configs/project_config.json,4,958.5,1186,0.0033
doc_ce7688021d536580,.csv,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/train.csv,4,1051.5,1158,0.0033
doc_c5a63224aed5234c,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py,4,1125.0,1196,0.0033
doc_de32b7556023807d,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/src/preprocess.py,4,1172.0,1197,0.0033
doc_d1a0822d781affe3,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/common.py,4,1123.5,1196,0.0033
doc_df42bbeed2ecd17c,.md,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md,4,1090.8,1198,0.0033
doc_f09e94176f326091,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/modeling.py,4,997.0,1167,0.0033
doc_8eeb604150f5af45,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/common.py,4,1139.5,1187,0.0033
doc_9f239bc617336451,.json,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/configs/project_config.json,4,969.8,1186,0.0033
doc_8647781b7515011a,.csv,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/train.csv,4,1046.5,1199,0.0033
doc_a011439c73bf89e8,.md,プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md,4,1085.8,1198,0.0033
doc_b4455d3ad41c5d1e,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/modeling.py,4,1000.2,1185,0.0033
doc_a92b3ee09d7cacc0,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/src/common.py,4,1139.5,1187,0.0033
doc_a5cf54d54f8294b6,.json,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/configs/project_config.json,4,955.0,1195,0.0033
doc_a1d5be6d84cfc929,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/evaluate.py,4,983.2,1196,0.0033
doc_8bb4390c93da7553,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/preprocess.py,4,1173.5,1197,0.0033
doc_61d9a6f9c6c8645b,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/src/common.py,4,1138.0,1187,0.0033
doc_bc74cf24425e8fcf,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/common.py,4,1124.0,1196,0.0033
doc_8571f11d232641b4,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/evaluate.py,4,982.8,1196,0.0033
doc_e0d0e60fe1ea09c9,.csv,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,3,1087.3,1170,0.0024
doc_def36be2f67c1601,.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/bootstrap_env.py,3,853.3,1174,0.0024
doc_f5b2b882118cf3fb,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/scripts/bootstrap_env.py,3,854.0,1174,0.0024
doc_3b0fe3778942a535,.json,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_outputs/run_summary.json,3,946.0,1182,0.0024
doc_2b4c1246ed78e8bb,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/scripts/bootstrap_env.py,3,854.0,1174,0.0024
doc_51ea46fe3528a0fb,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/features.py,3,976.3,1179,0.0024
doc_5d5dc7e793a9dd40,.csv,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/train.csv,3,1069.7,1196,0.0024
doc_ff4d3c2960613dea,.md,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md,3,877.3,1200,0.0024
doc_ec44683818771397,.json,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/run_summary.json,3,1091.7,1192,0.0024
doc_a9891ed1fe0130f9,.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json,3,1033.3,1190,0.0024
doc_9ed171c55586048e,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/features.py,3,975.7,1179,0.0024
doc_714025bfcd086b23,.csv,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/train.csv,3,1076.3,1196,0.0024
doc_ba7de57750f121ef,.md,プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md,3,870.7,1200,0.0024
doc_809f5e5fa5c83651,.json,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/configs/project_config.json,3,1179.0,1199,0.0024
doc_7faf1ac5a7148aa4,.json,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/run_summary.json,3,987.0,1199,0.0024
doc_8b481df003e4748e,.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/bootstrap_env.py,3,856.7,1174,0.0024
doc_6cd7a172d86b7d6a,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/features.py,3,977.7,1182,0.0024
doc_f9e73324bba4c52d,.csv,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv,2,982.5,1141,0.0016
doc_e5b03481bf52b406,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/src/preprocess.py,2,714.5,1179,0.0016
doc_bc948309ee5f8e0a,.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/README.md,2,892.0,1191,0.0016
doc_869528c011366966,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/scripts/bootstrap_env.py,2,1178.0,1196,0.0016
doc_a2215bebd7ed9487,.md,プロジェクト/株式会社青葉バイオメディカル機器/03.データ/カラム説明.md,2,1114.0,1174,0.0016
doc_4c0d5e3abbefa7f5,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,2,1176.0,1198,0.0016
doc_202faff9463ee2cb,.md,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/README.md,2,885.0,1179,0.0016
doc_526f2b9516c9e693,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/scripts/bootstrap_env.py,2,1179.0,1198,0.0016
doc_171086411ab55f39,.json,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/run_summary.json,2,791.0,1191,0.0016
doc_164aa9454f48f2c5,.md,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/README.md,2,990.5,1185,0.0016
doc_4794424aba6e74d4,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/preprocess.py,2,709.5,1169,0.0016
doc_53b96cf705e65f98,.json,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/metrics.json,2,1166.0,1190,0.0016
doc_523e64695b396f4c,.json,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_outputs/metrics.json,2,868.5,1191,0.0016
doc_5fc981f20ea68873,.md,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/README.md,2,889.0,1181,0.0016
doc_18a6035a6a517fd2,.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/README.md,2,997.5,1199,0.0016
doc_026ca238800053d2,.md,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/README.md,2,987.5,1183,0.0016
doc_00ebca6dbf7291ce,.csv,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv,2,949.5,1184,0.0016
doc_0aea83fdabd69982,.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/README.md,2,991.5,1189,0.0016
doc_e08a36448d618de9,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,2,1179.0,1198,0.0016
doc_d462e58e8efafb0a,.csv,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv,2,944.5,1175,0.0016
doc_f7adbf1668cd275b,.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_outputs/metrics.json,2,842.5,1187,0.0016
doc_ae7153ef71820d71,.md,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md,2,1124.0,1194,0.0016
doc_723496b26e60e2a4,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,2,1177.0,1194,0.0016
doc_6518e7f1d4db0f14,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/preprocess.py,2,708.5,1167,0.0016
doc_688df311bb2c5dea,.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/preprocess.py,2,711.5,1173,0.0016
doc_7197c125e4c9e62e,.json,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/configs/project_config.json,2,937.0,1191,0.0016
doc_606b52d6141fcc8a,.md,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/README.md,2,989.0,1185,0.0016
doc_ac36b4fecdfa95d5,.ipynb,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/notebooks/01_eda.ipynb,2,862.0,1166,0.0016
doc_caa5129958548959,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/scripts/bootstrap_env.py,2,1179.0,1198,0.0016
doc_d67cc7860e476a20,.json,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/configs/project_config.json,2,1091.0,1188,0.0016
doc_c139a5630f3aae7c,.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md,2,1004.5,1191,0.0016
doc_cbc1794a88ca5dbb,.md,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/README.md,2,885.5,1185,0.0016
doc_ae8d5836e4aeb61b,.json,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_outputs/metrics.json,2,784.5,1174,0.0016
doc_9e71130d67975c4c,.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/metrics.json,2,861.0,1181,0.0016
doc_5d50d9983f8117a3,.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md,1,546.0,546,0.0008
doc_1e1dd7f63af89dc1,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/infer.py,1,372.0,372,0.0008
doc_091105365dbaaa0a,.json,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/run_summary.json,1,716.0,716,0.0008
doc_5d2a1ad6a955a9ad,.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/__init__.py,1,203.0,203,0.0008
doc_508aac1bd047366b,.md,プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md,1,1016.0,1016,0.0008
doc_3e72ec8642ce969e,.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/src/infer.py,1,380.0,380,0.0008
doc_44caa7c083f975dd,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/src/eda.py,1,854.0,854,0.0008
doc_472d26a8bbfc563d,.md,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md,1,566.0,566,0.0008
doc_4e921fadbcbe5e30,.md,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md,1,1036.0,1036,0.0008
doc_3b32bd2f7b2735e9,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/src/__init__.py,1,187.0,187,0.0008
doc_3c799bca4f64c9c2,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/eda.py,1,850.0,850,0.0008
doc_14da3f947ddf1676,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/__init__.py,1,183.0,183,0.0008
doc_16a8bad605ce0fb6,.json,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/configs/project_config.json,1,818.0,818,0.0008
doc_20d523b128f3d966,.md,プロジェクト/京橋信用ソリューションズ株式会社/03.データ/カラム説明.md,1,1166.0,1166,0.0008
doc_2fa294e47f0d5790,.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/カラム説明.md,1,918.0,918,0.0008
doc_31e66b258c516f32,.py,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/src/eda.py,1,852.0,852,0.0008
doc_348302a1db1c6752,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/src/infer.py,1,366.0,366,0.0008
doc_5ff338e75a702e35,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/src/infer.py,1,366.0,366,0.0008
doc_b7f29b44da7b2e4a,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/infer.py,1,360.0,360,0.0008
doc_ba6eafa6f8315fc5,.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/infer.py,1,370.0,370,0.0008
doc_af6eae0021fc3bd5,.py,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/src/eda.py,1,848.0,848,0.0008
doc_aceec67eb856a777,.md,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md,1,631.0,631,0.0008
doc_91cb626e7a49d0c4,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/__init__.py,1,185.0,185,0.0008
doc_b17db521c40e0cb9,.py,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/src/__init__.py,1,195.0,195,0.0008
doc_88b5dfe61d8f096c,.md,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md,1,731.0,731,0.0008
doc_788e87f228ce56f5,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/src/__init__.py,1,189.0,189,0.0008
doc_73a73b50bb51ec19,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/src/__init__.py,1,189.0,189,0.0008
doc_61f6e584f03a6df5,.py,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/infer.py,1,362.0,362,0.0008
doc_61d1ffc32ebe5d8d,.md,社内管理/データアステル社内管理_決裁基準.md,1,1068.0,1068,0.0008
