relative_path,actual_relative_path,file_name,stem,extension,size_bytes,size_kb,depth,area,project_name,major_folder,is_temp_office_file,source_path
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/requirements.txt,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/requirements.txt,requirements.txt,requirements,.txt,125,0.12,5,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/requirements.txt
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,bootstrap_env.py,bootstrap_env,.py,2017,1.97,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py,run_train.py,run_train,.py,5180,5.06,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,__init__.py,__init__,.py,0,0.0,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py,common.py,common,.py,3867,3.78,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py,eda.py,eda,.py,695,0.68,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/evaluate.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/evaluate.py,evaluate.py,evaluate,.py,3252,3.18,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/evaluate.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/features.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/features.py,features.py,features,.py,2405,2.35,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/features.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py,infer.py,infer,.py,191,0.19,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/infer.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/modeling.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/modeling.py,modeling.py,modeling,.py,3285,3.21,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/modeling.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/preprocess.py,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/preprocess.py,preprocess.py,preprocess,.py,1060,1.04,6,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/preprocess.py
プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/uv.lock,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/uv.lock,uv.lock,uv,.lock,558828,545.73,5,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/uv.lock
プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf,会議録_2025-10-01.pdf,会議録_2025-10-01,.pdf,719032,702.18,5,プロジェクト,京橋信用ソリューションズ株式会社,05.会議,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf
プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf,会議録_2025-10-29.pdf,会議録_2025-10-29,.pdf,768563,750.55,5,プロジェクト,京橋信用ソリューションズ株式会社,05.会議,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf
プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf,会議録_2025-11-11.pdf,会議録_2025-11-11,.pdf,744471,727.02,5,プロジェクト,京橋信用ソリューションズ株式会社,05.会議,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf
プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-01.docx,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-01.docx,報告資料_2025-10-01.docx,報告資料_2025-10-01,.docx,15782,15.41,5,プロジェクト,京橋信用ソリューションズ株式会社,05.会議,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-01.docx
プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-29.docx,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-29.docx,報告資料_2025-10-29.docx,報告資料_2025-10-29,.docx,16989,16.59,5,プロジェクト,京橋信用ソリューションズ株式会社,05.会議,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-29.docx
プロジェクト/京橋信用ソリューションズ株式会社/06.報告書/京橋信用ソリューションズ株式会社_最終報告.pptx,プロジェクト/京橋信用ソリューションズ株式会社/06.報告書/京橋信用ソリューションズ株式会社_最終報告.pptx,京橋信用ソリューションズ株式会社_最終報告.pptx,京橋信用ソリューションズ株式会社_最終報告,.pptx,75784,74.01,4,プロジェクト,京橋信用ソリューションズ株式会社,06.報告書,False,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/06.報告書/京橋信用ソリューションズ株式会社_最終報告.pptx
プロジェクト/医療法人社団 恒一会 かえで総合病院/00.提案/提案書.pptx,プロジェクト/医療法人社団 恒一会 かえで総合病院/00.提案/提案書.pptx,提案書.pptx,提案書,.pptx,83190,81.24,4,プロジェクト,医療法人社団 恒一会 かえで総合病院,00.提案,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/00.提案/提案書.pptx
プロジェクト/医療法人社団 恒一会 かえで総合病院/01.契約/契約書_pw-kaede20250902.docx,プロジェクト/医療法人社団 恒一会 かえで総合病院/01.契約/契約書_pw-kaede20250902.docx,契約書_pw-kaede20250902.docx,契約書_pw-kaede20250902,.docx,31744,31.0,4,プロジェクト,医療法人社団 恒一会 かえで総合病院,01.契約,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/01.契約/契約書_pw-kaede20250902.docx
プロジェクト/医療法人社団 恒一会 かえで総合病院/02.計画/~$スケジュール.xlsx,プロジェクト/医療法人社団 恒一会 かえで総合病院/02.計画/~$スケジュール.xlsx,~$スケジュール.xlsx,~$スケジュール,.xlsx,165,0.16,4,プロジェクト,医療法人社団 恒一会 かえで総合病院,02.計画,True,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/02.計画/~$スケジュール.xlsx
プロジェクト/医療法人社団 恒一会 かえで総合病院/02.計画/スケジュール.xlsx,プロジェクト/医療法人社団 恒一会 かえで総合病院/02.計画/スケジュール.xlsx,スケジュール.xlsx,スケジュール,.xlsx,27648,27.0,4,プロジェクト,医療法人社団 恒一会 かえで総合病院,02.計画,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/02.計画/スケジュール.xlsx
プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.csv,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.csv,train.csv,train,.csv,388974,379.86,4,プロジェクト,医療法人社団 恒一会 かえで総合病院,03.データ,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.csv
プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.xlsx,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.xlsx,train.xlsx,train,.xlsx,1584142,1547.01,4,プロジェクト,医療法人社団 恒一会 かえで総合病院,03.データ,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.xlsx
プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/カラム説明.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/カラム説明.md,カラム説明.md,カラム説明,.md,1150,1.12,4,プロジェクト,医療法人社団 恒一会 かえで総合病院,03.データ,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/カラム説明.md
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,leaderboard,.csv,4563,4.46,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json,metrics.json,metrics,.json,3465,3.38,5,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json,run_summary.json,run_summary,.json,1654,1.62,5,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/run_summary.json
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/README.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/README.md,README.md,README,.md,1671,1.63,5,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/README.md
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json,project_config.json,project_config,.json,2212,2.16,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/configs/project_config.json
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,train.csv,train,.csv,388974,379.86,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/カラム説明.md,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,カラム説明,.md,1150,1.12,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/カラム説明.md
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,01_eda.ipynb,01_eda,.ipynb,360775,352.32,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/pyproject.toml,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/pyproject.toml,pyproject.toml,pyproject,.toml,357,0.35,5,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/pyproject.toml
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/categorical_distribution_top3.png,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/categorical_distribution_top3.png,categorical_distribution_top3.png,categorical_distribution_top3,.png,24092,23.53,7,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/categorical_distribution_top3.png
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/date_feature_trend.png,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/date_feature_trend.png,date_feature_trend.png,date_feature_trend,.png,18878,18.44,7,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/date_feature_trend.png
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/feature_correlation_heatmap.png,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/feature_correlation_heatmap.png,feature_correlation_heatmap.png,feature_correlation_heatmap,.png,145187,141.78,7,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/feature_correlation_heatmap.png
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/missing_rate_top20.png,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/missing_rate_top20.png,missing_rate_top20.png,missing_rate_top20,.png,19668,19.21,7,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/missing_rate_top20.png
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/numeric_distribution_top6.png,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/numeric_distribution_top6.png,numeric_distribution_top6.png,numeric_distribution_top6,.png,153616,150.02,7,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/numeric_distribution_top6.png
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/target_distribution.png,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/target_distribution.png,target_distribution.png,target_distribution,.png,22932,22.39,7,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/reports/figures/target_distribution.png
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/requirements.txt,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/requirements.txt,requirements.txt,requirements,.txt,125,0.12,5,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/requirements.txt
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/bootstrap_env.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/bootstrap_env.py,bootstrap_env.py,bootstrap_env,.py,2017,1.97,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/bootstrap_env.py
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py,run_train.py,run_train,.py,29966,29.26,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py
プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py,__init__.py,__init__,.py,0,0.0,6,プロジェクト,医療法人社団 恒一会 かえで総合病院,04.分析,False,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/src/__init__.py
