source_eda,relative_path,file_name,extension,project_name,major_folder,text_chars,table_count,slide_count,sheet_count,page_count,highlight_count,styled_run_count
EDA002,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,2862,0,0,0,0,0,0
EDA002,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/train.csv,train.csv,.csv,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,2829,0,0,0,0,0,0
EDA002,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.csv,train.csv,.csv,株式会社東都人材プラットフォーム,03.データ,8395,0,0,0,0,0,0
EDA002,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,株式会社東都人材プラットフォーム,04.分析,5569,0,0,0,0,0,0
EDA002,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/train.csv,train.csv,.csv,株式会社東都人材プラットフォーム,04.分析,8415,0,0,0,0,0,0
EDA002,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,train.csv,.csv,株式会社青嶺不動産アセットマネジメント,03.データ,8086,0,0,0,0,0,0
EDA002,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,株式会社青嶺不動産アセットマネジメント,04.分析,4566,0,0,0,0,0,0
EDA002,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv,train.csv,.csv,株式会社青嶺不動産アセットマネジメント,04.分析,8106,0,0,0,0,0,0
EDA002,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,株式会社青潮モビリティサービス,04.分析,4476,0,0,0,0,0,0
EDA002,プロジェクト/株式会社青葉バイオメディカル機器/03.データ/train.csv,train.csv,.csv,株式会社青葉バイオメディカル機器,03.データ,11353,0,0,0,0,0,0
EDA002,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,株式会社青葉バイオメディカル機器,04.分析,5505,0,0,0,0,0,0
EDA002,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/train.csv,train.csv,.csv,株式会社青葉バイオメディカル機器,04.分析,11373,0,0,0,0,0,0
EDA002,プロジェクト/白峰信用リスク評価株式会社/03.データ/train.csv,train.csv,.csv,白峰信用リスク評価株式会社,03.データ,30072,0,0,0,0,0,0
EDA002,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,白峰信用リスク評価株式会社,04.分析,1689,0,0,0,0,0,0
EDA002,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/train.csv,train.csv,.csv,白峰信用リスク評価株式会社,04.分析,30092,0,0,0,0,0,0
EDA002,プロジェクト/青葉与信マネジメント株式会社/03.データ/train.csv,train.csv,.csv,青葉与信マネジメント株式会社,03.データ,5384,0,0,0,0,0,0
EDA002,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv,leaderboard.csv,.csv,青葉与信マネジメント株式会社,04.分析,1765,0,0,0,0,0,0
EDA002,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/artifacts/analysis_outputs/train_preview.csv,train_preview.csv,.csv,青葉与信マネジメント株式会社,04.分析,18086,0,0,0,0,0,0
EDA002,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/train.csv,train.csv,.csv,青葉与信マネジメント株式会社,04.分析,5404,0,0,0,0,0,0
EDA004,プロジェクト/京橋信用ソリューションズ株式会社/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,京橋信用ソリューションズ株式会社,02.計画,18399,0,0,4,0,0,479
EDA004,プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.xlsx,train.xlsx,.xlsx,医療法人社団 恒一会 かえで総合病院,03.データ,35938,0,0,3,0,0,0
EDA004,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,医療法人社団 蒼樹会 みなみ野女性医療センター,02.計画,9177,0,0,1,0,0,294
EDA004,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/03.データ/train.xlsx,train.xlsx,.xlsx,医療法人社団 蒼樹会 みなみ野女性医療センター,03.データ,11939,0,0,2,0,0,0
EDA004,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,医療法人社団 蒼泉会 ひがし丘総合病院,02.計画,15630,0,0,4,0,0,332
EDA004,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/train.xlsx,train.xlsx,.xlsx,医療法人社団 蒼泉会 ひがし丘総合病院,03.データ,13268,0,0,3,0,0,2
EDA004,プロジェクト/株式会社東都人材プラットフォーム/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,株式会社東都人材プラットフォーム,02.計画,11735,0,0,1,0,0,275
EDA004,プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.xlsx,train.xlsx,.xlsx,株式会社東都人材プラットフォーム,03.データ,23993,0,0,3,0,0,0
EDA004,プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r1.xlsx,スケジュール_r1.xlsx,.xlsx,株式会社青嶺不動産アセットマネジメント,02.計画,4721,0,0,1,0,0,1
EDA004,プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r2.xlsx,スケジュール_r2.xlsx,.xlsx,株式会社青嶺不動産アセットマネジメント,02.計画,10852,0,0,1,0,0,346
EDA004,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.xlsx,train.xlsx,.xlsx,株式会社青嶺不動産アセットマネジメント,03.データ,57931,0,0,3,0,0,1
EDA004,プロジェクト/株式会社青潮モビリティサービス/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,株式会社青潮モビリティサービス,02.計画,32183,0,0,2,0,0,858
EDA004,プロジェクト/株式会社青潮モビリティサービス/03.データ/train.xlsx,train.xlsx,.xlsx,株式会社青潮モビリティサービス,03.データ,18996,0,0,4,0,0,6
EDA004,プロジェクト/株式会社青葉バイオメディカル機器/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,株式会社青葉バイオメディカル機器,02.計画,11843,0,0,3,0,0,200
EDA004,プロジェクト/株式会社青葉バイオメディカル機器/03.データ/train.xlsx,train.xlsx,.xlsx,株式会社青葉バイオメディカル機器,03.データ,33969,0,0,2,0,0,152
EDA004,プロジェクト/白峰信用リスク評価株式会社/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,白峰信用リスク評価株式会社,02.計画,21563,0,0,4,0,0,543
EDA004,プロジェクト/白峰信用リスク評価株式会社/03.データ/train.xlsx,train.xlsx,.xlsx,白峰信用リスク評価株式会社,03.データ,226945,0,0,5,0,0,3
EDA004,プロジェクト/青葉与信マネジメント株式会社/02.計画/スケジュール.xlsx,スケジュール.xlsx,.xlsx,青葉与信マネジメント株式会社,02.計画,13727,0,0,3,0,0,310
EDA004,プロジェクト/青葉与信マネジメント株式会社/03.データ/train.xlsx,train.xlsx,.xlsx,青葉与信マネジメント株式会社,03.データ,52264,0,0,4,0,0,0
